open,high,low,close,vol,rsi,BB_up,BB_mid,BB_low,macd,macdsignal,macdhist,atr,obv,EMA9,EMA55,EMA200,date,signal
1274.1,1276.79,1273.44,1274.77,8271.5368,85.96311079955503,1282.5682144416944,1229.769000000019,1176.9697855583438,12.867818095658777,5.880830582335298,6.986987513323479,7.057027366257745,-682760140929.9583,1252.9142860770653,1225.1809256807442,1208.8244311023702,2022-11-30 00:55:00,Long
1274.76,1281.02,1274.76,1275.53,12333.5157,86.14709798929579,1289.76367989716,1232.611500000019,1175.459320102878,14.192512450997356,7.54316695606771,6.649345494929646,7.000096840096476,-682760128596.4425,1257.4374288616523,1226.979106906432,1209.4881681063268,2022-11-30 01:00:00,Long
1275.52,1275.55,1269.54,1272.26,7120.2988,81.21457054838041,1295.2317017097064,1235.289000000019,1175.3462982903318,14.807785664428138,8.996090697739795,5.811694966688343,6.929375637232441,-682760135716.7413,1260.4019430893218,1228.5962816597737,1210.1127634485524,2022-11-30 01:05:00,Long
1272.27,1272.81,1266.08,1272.07,8795.7146,80.92463588320233,1299.8613936060458,1238.050500000019,1176.239606393992,15.105930938034135,10.218058745798663,4.887872192235472,6.9151345202872685,-682760144512.4559,1262.7355544714574,1230.148914457639,1210.7292533644872,2022-11-30 01:10:00,Long
1272.06,1272.27,1267.66,1267.91,3041.7394,74.64157324905959,1303.0913825754994,1240.590000000019,1178.0886174245386,14.835521326893058,11.141551262017542,3.6939700648755167,6.750482054552457,-682760147554.1953,1263.770443577166,1231.4975246555805,1211.298216017577,2022-11-30 01:15:00,Long
1267.91,1270.97,1266.19,1268.33,3487.2387,74.85385016882114,1305.9069526374014,1243.0890000000193,1180.271047362637,14.488100448342266,11.810861099282487,2.6772393490597786,6.6097333363701365,-682760144066.9567,1264.6823548617326,1232.8129702035956,1211.865696455213,2022-11-30 01:20:00,Long
1268.34,1269.64,1266.36,1268.86,3036.8848,75.13669650968005,1308.1279619932884,1245.7185000000193,1183.3090380067501,14.09307724778705,12.2673043289834,1.8257729188036507,6.3718952409151415,-682760141030.0719,1265.517883889386,1234.1003641248958,1212.432803953171,2022-11-30 01:25:00,Long
1268.85,1270.71,1267.13,1269.41,2734.7926,75.44535921209857,1309.868513008944,1248.3535000000193,1186.8384869910944,13.66685591119517,12.547214645425754,1.1196412657694168,6.17247415227834,-682760138295.2793,1266.296307111509,1235.3614225490066,1212.999741227269,2022-11-30 01:30:00,Long
1269.42,1271.97,1268.4,1269.07,2801.0312,74.82693823991215,1310.9200370309186,1250.9825000000192,1191.0449629691198,13.150051662740452,12.667782048888693,0.48226961385175926,5.9865831414013115,-682760141096.3105,1266.851045689207,1236.5653003151135,1213.5576542498832,2022-11-30 01:35:00,Long
1269.06,1270.06,1268.0,1268.68,1982.6494,74.07686333360127,1311.4327867803136,1253.5140000000192,1195.5952132197249,12.564178799560977,12.64706139902315,-0.08288259946217202,5.7061129170155,-682760143078.96,1267.2168365513655,1237.712253875288,1214.1061353021232,2022-11-30 01:40:00,
1268.68,1271.78,1267.75,1271.38,2974.1372,75.8795332426983,1311.499160473462,1256.2095000000193,1200.9198395265764,12.177364689667684,12.553122057152056,-0.37575736748437194,5.586390565800106,-682760140104.8228,1268.0494692410925,1238.914673379742,1214.676024503097,2022-11-30 01:45:00,
1271.37,1274.98,1270.91,1272.85,2700.2498,76.82445713401515,1310.331139230016,1259.1355000000192,1207.9398607700223,11.852796772347574,12.41305700019116,-0.5602602278435853,5.4780769539572365,-682760137404.573,1269.009575392874,1240.1266493304654,1215.2548700304294,2022-11-30 01:50:00,
1272.85,1275.88,1272.84,1272.91,3062.0083,76.86429650116312,1308.2042925585906,1261.9800000000191,1215.7557074414476,11.468217386728156,12.224089077498558,-0.7558716907704017,5.303928600103162,-682760134342.5647,1269.7896603142992,1241.2974832829489,1215.8285529156988,2022-11-30 01:55:00,
1272.92,1275.13,1272.5,1274.22,2669.2505,77.76309350027259,1305.0117058824546,1264.8035000000193,1224.595294117584,11.140718239741773,12.007414909947201,-0.8666966702054282,5.112933700095801,-682760131673.3142,1270.6757282514393,1242.473287451415,1216.4095623394232,2022-11-30 02:00:00,
1272.92,1275.13,1272.5,1274.22,2669.2505,77.76309350027259,1299.6217283265012,1267.6025000000193,1235.5832716735374,10.757170836948944,11.75736609534755,-1.0001952583986053,4.935581292946109,-682760131673.3142,1271.3845826011514,1243.6070986138645,1216.9847905748518,2022-11-30 02:00:00,
1274.23,1277.5,1271.3,1271.68,3809.3097,71.51552505023774,1290.6192702613782,1270.1400000000192,1249.6607297386602,10.13146081097807,11.432185038473653,-1.300724227495584,5.025896914878532,-682760135482.6239,1271.443666080921,1244.6097022347979,1217.5290215144055,2022-11-30 02:05:00,
1271.68,1272.14,1269.34,1271.06,2888.6528,70.03640309346103,1278.1440591926196,1272.0390000000193,1265.933940807419,9.476315225832877,11.041011075945498,-1.5646958501126207,4.866904278101507,-682760138371.2767,1271.3669328647368,1245.5543557264123,1218.061668066501,2022-11-30 02:10:00,
1271.68,1272.14,1269.34,1271.06,2888.6528,70.03640309346103,1277.9791565768696,1271.9125000000195,1265.8458434231693,8.855032328914831,10.603815326539365,-1.7487829976245344,4.719268258237126,-682760138371.2767,1271.3055462917894,1246.4652715933262,1218.5890146529039,2022-11-30 02:10:00,
1271.07,1274.54,1271.06,1273.51,3559.7389,72.63065321902909,1276.9636892832843,1271.6935000000194,1266.4233107167545,8.462801770601118,10.175612615351715,-1.7128108447505976,4.630749096934475,-682760134811.5378,1271.7464370334314,1247.4311547507075,1219.135492119044,2022-11-30 02:15:00,
1271.07,1274.54,1271.06,1273.51,3559.7389,72.63065321902909,1276.8725831274714,1271.6645000000194,1266.4564168725674,8.059056441202983,9.752301380521969,-1.6932449393189852,4.548552732867728,-682760134811.5378,1272.0991496267452,1248.3625420810395,1219.6765319984565,2022-11-30 02:15:00,
1273.5,1283.01,1273.32,1277.42,10354.6911,76.4108186738581,1277.5626008989111,1271.7970000000194,1266.0313991011276,7.9627994857919475,9.394401001575964,-1.431601515784017,4.915798966234322,-682760124456.8468,1273.1633197013962,1249.400308435288,1220.2510938691187,2022-11-30 02:20:00,
1277.43,1280.0,1276.42,1277.31,3000.016,76.09240749050745,1278.0140797068025,1271.8860000000195,1265.7579202932366,7.787865409777169,9.073093883216206,-1.2852284734390373,4.820384754360437,-682760127456.8628,1273.992655761117,1250.3970831340278,1220.8188441788786,2022-11-30 02:25:00,
1277.3,1279.46,1274.81,1275.18,5148.7935,70.00884498833585,1278.378143897789,1272.0320000000197,1265.6858561022505,7.392143664639889,8.736903839500943,-1.3447601748610545,4.8082144147632695,-682760132605.6562,1274.2301246088937,1251.2821873078124,1221.3597512019744,2022-11-30 02:30:00,
1275.18,1276.23,1273.56,1275.49,2817.5448,70.38001109772085,1278.781852796731,1272.2030000000198,1265.6241472033084,7.022593651616262,8.394041801924008,-1.3714481503077458,4.655484813708755,-682760129788.1115,1274.482099687115,1252.146752046819,1221.8983606427507,2022-11-30 02:35:00,
1275.49,1276.12,1273.4,1274.52,2536.9529,67.56243820151354,1278.7983819923434,1272.5335000000198,1266.2686180076962,6.575651690966652,8.030363779732536,-1.4547120887658842,4.51723589844383,-682760132325.0643,1274.489679749692,1252.9457966165755,1222.4219590443154,2022-11-30 02:40:00,
1274.52,1274.86,1273.24,1273.24,1922.4468,63.9256033166321,1278.6431606677518,1272.77900000002,1266.9148393322882,6.04843902446396,7.633978828678821,-1.5855398042148607,4.310290477126406,-682760134247.5111,1274.2397437997536,1253.670589594555,1222.927611193128,2022-11-30 02:45:00,
1273.25,1274.13,1272.7,1273.03,3426.1862,63.32335417518931,1278.4750073137131,1272.9875000000197,1267.4999926863263,5.5497004507142265,7.217123153085902,-1.6674227023716757,4.104555443045953,-682760137673.6973,1273.997795039803,1254.3619971090352,1223.4261424250374,2022-11-30 02:50:00,
1273.04,1273.89,1271.01,1271.02,2196.8286,57.718340976718466,1278.3327075388386,1273.0680000000198,1267.803292461201,4.935364525973455,6.760771427663412,-1.8254069016899575,4.017087197114107,-682760139870.5259,1273.4022360318422,1254.9569257837124,1223.8997131471763,2022-11-30 02:55:00,
1271.01,1272.38,1270.05,1271.15,2489.1198,57.97741713539995,1278.1121601457244,1273.17200000002,1268.2318398543157,4.408174106008801,6.29025196333249,-1.8820778573236892,3.896580968748825,-682760137381.4061,1272.9517888254738,1255.5352498628656,1224.3698652551645,2022-11-30 03:00:00,
1271.16,1272.39,1271.03,1272.19,1158.4603,60.08454635449966,1277.7247382520866,1273.3475000000199,1268.9702617479531,4.0278605393014,5.837773678526272,-1.8099131392248715,3.715396613838204,-682760136222.9458,1272.799431060379,1256.1300623677632,1224.8456874914316,2022-11-30 03:05:00,
1272.18,1272.7,1271.73,1271.73,1565.2835,58.68292925508049,1277.7039760635241,1273.3650000000198,1269.0260239365155,3.6472973683562486,5.399678416492267,-1.7523810481360185,3.5192968557069055,-682760137788.2292,1272.5855448483032,1256.6872029974859,1225.312198063656,2022-11-30 03:10:00,
1271.74,1273.34,1271.51,1271.74,1897.0244,58.70548129652502,1277.7184354788244,1273.3095000000199,1268.9005645212153,3.308368418261125,4.981416416846039,-1.6730479985849138,3.398632794584979,-682760135891.2048,1272.4164358786427,1257.2248028904328,1225.7741662421272,2022-11-30 03:15:00,
1271.75,1273.0,1271.73,1271.99,1713.8413,59.303531650698005,1277.718364742478,1273.26350000002,1268.8086352575622,3.0250666092890697,4.590146455334645,-1.5650798460455757,3.2465875949717646,-682760134177.3635,1272.331148702914,1257.7521313586317,1226.234025284494,2022-11-30 03:20:00,
1272.0,1272.63,1268.49,1268.58,2168.0163,48.90054391124995,1277.9799999726924,1272.9815000000199,1267.9830000273473,2.4966100169685888,4.171439167661434,-1.6748291506928457,3.310402766759503,-682760136345.3799,1271.5809189623312,1258.1388409529663,1226.655378266738,2022-11-30 03:25:00,
1268.58,1270.5,1268.45,1269.64,2668.9076,51.73485375707021,1277.9731497984435,1272.7525000000198,1267.5318502015962,2.138684082621239,3.7648881506533955,-1.6262040680321563,3.2203739977052495,-682760133676.4723,1271.192735169865,1258.5495966332176,1227.0830859456757,2022-11-30 03:30:00,
1269.65,1272.8,1269.64,1271.04,1676.7136,55.264191288326344,1277.9855937462567,1272.72050000002,1267.4554062537832,1.945566224284903,3.401023765379697,-1.4554575410947939,3.2160615692977212,-682760131999.7587,1271.162188135892,1258.9956824677456,1227.520468175072,2022-11-30 03:35:00,
1271.03,1271.57,1270.1,1270.38,1456.2177,53.285978098491924,1278.0189212867513,1272.6865000000198,1267.3540787132883,1.7194417914085989,3.0647073705854773,-1.3452655791768784,3.091342885776457,-682760133455.9763,1271.0057505087136,1259.4022652367546,1227.946931178305,2022-11-30 03:40:00,
1270.38,1271.6,1266.78,1268.34,2993.4368,47.61282925263979,1278.2631253210564,1272.5505000000198,1266.8378746789833,1.359948953212779,2.7237556871109376,-1.3638067338981585,3.214818393935277,-682760136449.4131,1270.472600406971,1259.7214700497277,1228.348852261108,2022-11-30 03:45:00,
1268.34,1268.72,1265.46,1266.11,2242.577,42.309934927366186,1278.710266332404,1272.18050000002,1265.650733667636,0.8849052884932007,2.35598560738739,-1.4710803188941894,3.218045651511328,-682760138691.9901,1269.6000803255768,1259.949631833666,1228.7245850744303,2022-11-30 03:50:00,
1266.11,1266.47,1263.84,1265.09,3131.9242,40.10946304326403,1279.1439775683368,1271.75950000002,1264.375022431703,0.4212681689721194,1.969042119704336,-1.5477739507322166,3.176042390689098,-682760141823.9143,1268.6980642604615,1260.1332164110352,1229.0864299990628,2022-11-30 03:55:00,
1265.09,1268.18,1265.08,1267.56,2805.7712,47.262267962657596,1278.2974697464454,1271.26650000002,1264.2355302535946,0.25025597368949093,1.625284890501367,-1.3750289168118761,3.1706107913541723,-682760139018.1431,1268.4704514083692,1260.3984586820695,1229.469251591112,2022-11-30 04:00:00,
1267.55,1268.45,1267.1,1267.56,1692.2354,47.262267962657596,1277.271341883811,1270.77900000002,1264.286658116229,0.11342014007846046,1.3229119404167857,-1.2094918003383253,3.0405671634003126,-682760139018.1431,1268.2883611266952,1260.6542280148528,1229.848264013091,2022-11-30 04:05:00,
1267.56,1267.95,1266.6,1267.23,2706.2257,46.403539931954214,1276.6682388823087,1270.38150000002,1264.0947611177312,-0.021404745401014225,1.0540486032532257,-1.07545334865424,2.9198123660145856,-682760141724.3688,1268.0766889013562,1260.8890770143223,1230.2202215851,2022-11-30 04:10:00,
1267.24,1268.93,1266.66,1268.23,2353.3549,49.40360972762785,1275.7759116909035,1270.0185000000197,1264.2610883091359,-0.0470207696896523,0.8338347286646501,-0.8808554983543024,2.8733971970135426,-682760139371.0139,1268.107351121085,1261.1512528352393,1230.5984283354971,2022-11-30 04:15:00,
1268.22,1268.83,1268.01,1268.71,835.0185,50.82643913089401,1275.000052557831,1269.7280000000196,1264.4559474422083,-0.028263856870808013,0.6614150115575586,-0.6896788684283666,2.7267259686554275,-682760138535.9954,1268.227880896868,1261.4212080911236,1230.9776479540494,2022-11-30 04:20:00,
1268.72,1269.11,1268.03,1268.66,1211.1725,50.666605356338955,1274.4544454131712,1269.4990000000196,1264.543554586868,-0.017234778658121286,0.5256850535144226,-0.5429198321725439,2.6091026851800345,-682760139747.1678,1268.3143047174945,1261.6797363735834,1231.3525967306261,2022-11-30 04:25:00,
1268.66,1268.72,1266.63,1268.15,1407.3255,48.97485270823124,1273.8837207176232,1269.2550000000197,1264.6262792824161,-0.0490811159140776,0.41073181962872257,-0.45981293554280017,2.5720239219528835,-682760141154.4933,1268.2814437739955,1261.910817217384,1231.7187400467394,2022-11-30 04:30:00,
1268.14,1268.15,1266.66,1267.64,533.8854,47.27492448478751,1273.6838110324798,1269.0860000000198,1264.4881889675598,-0.1141563816740927,0.3057541793681595,-0.4199105610422522,2.4947364989562497,-682760141688.3787,1268.1531550191964,1262.1154308881917,1232.0761655189112,2022-11-30 04:35:00,
1267.65,1267.65,1266.04,1266.24,1118.5117,42.87537763223248,1273.5134665262767,1268.8405000000198,1264.167533473763,-0.2755212607546582,0.18949909134359597,-0.4650203520982542,2.431541034745098,-682760142806.8904,1267.770524015357,1262.2627369278991,1232.4161041704645,2022-11-30 04:40:00,
1266.23,1266.83,1265.83,1266.11,2481.031,42.48004553458238,1273.0478506268962,1268.5365000000197,1264.0251493731432,-0.4091772627607497,0.06976382052272681,-0.4789410832834765,2.329288103691877,-682760145287.9214,1267.4384192122857,1262.400139180474,1232.7513668155345,2022-11-30 04:45:00,
1266.1,1268.55,1265.21,1268.38,2547.867,50.979633298283446,1272.553836572425,1268.36900000002,1264.1841634276147,-0.32814789381677656,-0.009818522345173858,-0.3183293714716027,2.4014818105710227,-682760142740.0544,1267.6267353698286,1262.6137056383143,1233.105880578564,2022-11-30 04:50:00,
1268.38,1270.76,1268.38,1270.09,2241.5201,56.22699096665671,1272.1922106880202,1268.2865000000197,1264.3807893120193,-0.12451351195113602,-0.03275752026636629,-0.09175599168476974,2.399947395530227,-682760140498.5343,1268.1193882958628,1262.8807161512316,1233.473881766837,2022-11-30 04:55:00,
1270.08,1270.31,1268.86,1269.35,892.0642,53.55529625694777,1271.5945148631877,1268.1545000000197,1264.7144851368516,-0.022583286706549188,-0.03072267355440287,0.008139386847853682,2.332094010135214,-682760141390.5985,1268.3655106366903,1263.1117620029734,1233.8308580676644,2022-11-30 05:00:00,Long
1269.36,1269.84,1269.13,1269.38,676.517,53.651446942905565,1271.6837104919366,1268.1945000000198,1264.705289508103,0.05992709816268871,-0.012592719210984555,0.07251981737367326,2.2162301522683996,-682760140714.0815,1268.5684085093521,1263.3356276457243,1234.1845808729613,2022-11-30 05:05:00,Long
1269.37,1269.63,1268.15,1269.01,698.7849,52.21568537035295,1271.5970324867774,1268.1630000000198,1264.7289675132622,0.09437338718362298,0.008800502067936953,0.08557288511568603,2.1636422842492293,-682760141412.8665,1268.6567268074816,1263.5382838012342,1234.531102456315,2022-11-30 05:10:00,Long
1269.01,1269.01,1267.91,1268.84,573.9973,51.53331393522866,1271.1611340900024,1268.0530000000197,1264.944865910037,0.10672448670516133,0.02838529899538183,0.07833918770977949,2.087667835374278,-682760141986.8638,1268.6933814459853,1263.727630808333,1234.8724845214263,2022-11-30 05:15:00,Long
1268.84,1270.37,1268.62,1270.19,1072.5817,56.405471965607504,1271.115255488521,1268.0435000000195,1264.9717445115182,0.22287734830524641,0.06728370885735474,0.15559363944789167,2.063548704276115,-682760140914.2821,1268.9927051567884,1263.9584297080355,1235.2239025858896,2022-11-30 05:20:00,Long
1270.2,1272.8,1269.73,1272.45,2407.3585,63.094049811305496,1272.0338238457207,1268.2490000000196,1264.4641761543185,0.4916252900341078,0.15215202509270537,0.33947326494140245,2.135438082542102,-682760138506.9236,1269.6841641254307,1264.2617000756056,1235.5943115153832,2022-11-30 05:25:00,Long
1272.46,1273.73,1271.31,1272.38,2600.9043,62.77279653393906,1272.6987472268681,1268.5625000000196,1264.426252773171,0.6909961812455094,0.2599208563232662,0.4310753249222432,2.1557639337891,-682760141107.8279,1270.2233313003446,1264.5516393586197,1235.9603382664739,2022-11-30 05:30:00,Long
1272.38,1273.11,1271.54,1272.66,1278.5879,63.571787193500974,1273.136485602849,1268.9410000000196,1264.7455143971902,0.8616600284199194,0.38026869074259684,0.48139133767732256,2.11392365280416,-682760139829.24,1270.7106650402757,1264.8412236672405,1236.3255090299915,2022-11-30 05:35:00,Long
1272.67,1273.07,1271.29,1271.91,1163.673,59.8654457538646,1273.5378792348686,1269.1585000000196,1264.7791207651705,0.9257224724633488,0.4893594470867472,0.4363630253766016,2.0900719633181466,-682760140992.913,1270.9505320322205,1265.093679964839,1236.6795835670066,2022-11-30 05:40:00,Long
1271.91,1271.92,1269.77,1270.33,2534.9166,52.87205632237705,1273.6288172200047,1269.2970000000194,1264.965182780034,0.839324416116142,0.5593524408926261,0.2799719752235158,2.094352537366857,-682760143527.8296,1270.8264256257764,1265.2806913946663,1237.0144135812652,2022-11-30 05:45:00,Long
1270.32,1274.8,1269.87,1273.2,3384.7503,61.638386941459686,1274.1990261335889,1269.5955000000195,1264.99197386645,0.9910145495634879,0.6456848626267985,0.3453296869366894,2.2968987846978,-682760140143.0793,1271.3011405006212,1265.5635238448567,1237.3744691675213,2022-11-30 05:50:00,Long
1273.19,1273.56,1271.27,1271.27,1343.4238,54.320833899037545,1274.364717064635,1269.7475000000195,1265.130282935404,0.9446063686511934,0.7054691638316775,0.23913720481951595,2.2964060143622405,-682760141486.5032,1271.294912400497,1265.7673265646833,1237.7117381310286,2022-11-30 05:55:00,Long
1271.28,1271.98,1268.66,1269.67,2426.9794,49.11515376216268,1274.3806264392158,1269.7955000000195,1265.2103735608232,0.7698466101739996,0.7183446531001418,0.05150195707385774,2.369519870479219,-682760143913.4825,1270.9699299203976,1265.9067077588018,1238.0297307864412,2022-11-30 06:00:00,
1269.67,1270.07,1267.6,1268.56,2352.1366,45.83357759817579,1274.382445683585,1269.7905000000196,1265.1985543164542,0.5356063821911903,0.6817969989183515,-0.14619061672716127,2.376697022587848,-682760146265.6191,1270.487943936318,1266.0014681959874,1238.3335145597105,2022-11-30 06:05:00,
1268.57,1270.59,1268.56,1269.98,1043.3503,50.39925506630251,1274.3919158724423,1269.8820000000194,1265.3720841275965,0.45925741289192956,0.6372890817130672,-0.17803166882113763,2.351932949545857,-682760145222.2688,1270.3863551490545,1266.1435586175594,1238.6484049621015,2022-11-30 06:10:00,
1269.97,1270.29,1269.18,1269.64,810.1355,49.32715239721446,1274.3377324499586,1269.9820000000195,1265.6262675500805,0.36708363451907644,0.583247992274269,-0.2161643577551926,2.2632234531497173,-682760146032.4043,1270.2370841192435,1266.2684315240751,1238.9567790420806,2022-11-30 06:15:00,
1269.63,1270.3,1269.07,1269.66,1036.5768,49.39534519182022,1274.0442037377113,1270.1530000000193,1266.2617962623274,0.2922798636056996,0.5250543665405552,-0.23277450293485558,2.1894217779247387,-682760144995.8275,1270.121667295395,1266.389558969644,1239.262283728229,2022-11-30 06:20:00,
1269.65,1270.38,1268.63,1269.75,1048.6005,49.72323483745743,1273.603902061519,1270.3350000000194,1267.0660979385198,0.2375215831054902,0.46754780985354216,-0.23002622674805195,2.1580345080729715,-682760143947.227,1270.0473338363158,1266.509574720728,1239.565644089142,2022-11-30 06:25:00,
1269.76,1270.09,1269.0,1269.98,977.2894,50.60407751030781,1273.5253492871043,1270.4150000000193,1267.3046507129343,0.21026057606832183,0.4160903630964981,-0.20582978702817628,2.081746328924896,-682760142969.9376,1270.0338670690526,1266.6335184807022,1239.8682744962152,2022-11-30 06:30:00,
1269.99,1269.99,1267.19,1268.15,1134.8116,43.998949172700186,1273.6276081002438,1270.3180000000193,1267.0083918997948,0.040523199317703984,0.3409769303407393,-0.3004537310230353,2.1330501625731144,-682760144104.7493,1269.657093655242,1266.6876785349627,1240.149684700233,2022-11-30 06:35:00,
1268.16,1269.18,1267.86,1268.85,1247.3652,46.85639742023165,1273.6504336225682,1270.2930000000192,1266.9355663774702,-0.037083271917936145,0.2653648898890042,-0.30244816180694034,2.074975150960761,-682760142857.384,1269.4956749241937,1266.7649043015713,1240.4352599768474,2022-11-30 06:40:00,
1268.84,1268.85,1267.38,1267.69,1305.6617,42.94576354257034,1273.7870832651777,1270.2085000000193,1266.629916734861,-0.1899990739182158,0.1742920971275602,-0.364291171045776,2.0317626401778353,-682760144163.0458,1269.134539939355,1266.797943433658,1240.706451419864,2022-11-30 06:45:00,
1267.69,1269.0,1267.32,1268.76,673.9106,47.31379402908468,1273.798841170326,1270.1960000000192,1266.5931588297124,-0.22228354472849787,0.09497696875634856,-0.3172605134848464,2.0066367373079945,-682760143489.1351,1269.0596319514839,1266.868016882456,1240.985591206731,2022-11-30 06:50:00,
1268.77,1269.93,1268.69,1269.18,1473.2171,48.96542295052508,1273.7859010241457,1270.2130000000193,1266.640098975893,-0.2115402264776094,0.033673529709556976,-0.24521375618716637,1.951876970357424,-682760142015.9181,1269.0837055611871,1266.9505877080826,1241.2661325877586,2022-11-30 06:55:00,
1269.17,1270.48,1268.16,1268.21,1519.573,45.42377109608691,1273.8254432369172,1270.1140000000191,1266.402556763121,-0.278091299341213,-0.02867943610059702,-0.24941186324061598,1.9781714724747463,-682760143535.4911,1268.9089644489497,1266.9955667185081,1241.534230770965,2022-11-30 07:00:00,
1268.21,1269.98,1268.21,1269.95,1091.6572,52.11462365641746,1273.489845562068,1269.9890000000191,1266.4881544379703,-0.18825990287405148,-0.06059552945528791,-0.12766437341876358,1.9633020815836917,-682760142443.8339,1269.1171715591597,1267.1010821928471,1241.8169747433933,2022-11-30 07:05:00,
1269.95,1271.15,1269.52,1270.21,2391.8449,53.04103786881937,1273.1507366685962,1269.880500000019,1266.610263331442,-0.09499302640710994,-0.06747502884565232,-0.02751799756145762,1.9394947900420072,-682760140051.989,1269.3357372473279,1267.212114971674,1242.099492407638,2022-11-30 07:10:00,
1270.22,1271.09,1269.65,1269.65,978.2241,50.76306020322995,1272.6532267170367,1269.7300000000191,1266.8067732830016,-0.06551051035557975,-0.06708212514763781,0.001571614792058057,1.90381659075328,-682760141030.2131,1269.3985897978623,1267.2991822941142,1242.3736268115422,2022-11-30 07:15:00,
1269.66,1270.06,1269.59,1269.88,941.848,51.68092881400664,1272.3191685012466,1269.6285000000194,1266.937831498792,-0.02331753612315879,-0.05832920734274201,0.03501167121958322,1.8014011199851905,-682760140088.3651,1269.4948718382898,1267.3913543550386,1242.6473220671487,2022-11-30 07:20:00,Long
1269.88,1270.58,1269.87,1270.58,581.7346,54.46324469663564,1272.3517517499129,1269.6410000000192,1266.9302482501255,0.06584582016853346,-0.03349420184048692,0.09934002200902038,1.7234438971291082,-682760139506.6305,1269.7118974706318,1267.5052345566444,1242.925259161008,2022-11-30 07:25:00,Long
1270.57,1271.58,1270.1,1271.42,1351.9469,57.61711819543427,1271.7413124898571,1269.5520000000192,1267.3626875101813,0.20196131788793537,0.01359690210519754,0.18836441578273783,1.7060550473341731,-682760138154.6836,1270.0535179765054,1267.6450476081927,1243.2087889206,2022-11-30 07:30:00,Long
1271.42,1272.76,1271.41,1271.73,916.966,58.75251267122727,1271.869409964961,1269.5750000000194,1267.2805900350777,0.3310323053560751,0.07708398275537305,0.25394832260070205,1.6806225439531544,-682760137237.7177,1270.3888143812044,1267.790938765043,1243.4925820656686,2022-11-30 07:35:00,Long
1271.73,1272.33,1271.65,1272.01,854.6924,59.80003429618483,1272.2915759610669,1269.6920000000193,1267.0924240389718,0.4507200327986993,0.15181119276403832,0.298908840034661,1.6091495050993458,-682760136383.0253,1270.7130515049635,1267.9416195234342,1243.7763374680003,2022-11-30 07:40:00,Long
